Job Title,Company Name,Location,Experience Required,Salary,Skills Required,Job Description,Posted Date,Scrape Date,Job Link,Source Platform,Standardized_Job_Title,days_sinced_posted,salary_min,salary_max,salary_avg,Experience_Years
Data Scientist,Media.net,Bangalore,2 year(s),Competitive salary,[],"Role : Data Scientist 2About Media.net :Media.net is a leading, global ad tech company that focuses on creating the most transparent and efficient path for advertiser budgets to become publisher revenue. Our proprietary contextual technology is at the forefront of enhancing Programmatic buying, the latest industry-standard in ad buying for digital platforms.The Media.net platform powers major global publishers and ad-tech businesses at scale across ad formats like display, video, mobile, native, as well as search. Media.nets U.S. HQ is based in New York, and the Global HQ is in Dubai. With office locations and consultant partners across the world, Media.net takes pride in the value-add it offers to its 50+ demand and 21K+ publisher partners, in terms of both products and services.Data Science is at the heart of Media.net. The team uses advanced statistical and machine learning and deep learning models, large scale distributed computing along with tools from mathematics, economics, auction theory to build solutions that enable us to match users with relevant ads in the most optimal way thereby maximizing revenue for our customers and for Media.net.Some of the challenges the team deals with:How do you use information retrieval, machine learning models to estimate click through rate and revenue given the information regarding the position of the slot, user device, location and content of the page. How do you scale the same for thousands of domains, millions of urls?How do you match ads to page views considering contextual information? How do you design learning mechanisms to continuously learn from user feedback in the form of clicks and conversions? How do you deal with the extremely sparse data? What do you do for new ads and new pages? How do we design better explore-exploit frameworks? How do you design learning algorithms that are fast and scalable?How do you combine contextual targeting with behavioral user-based targeting?How do you establish a unique user identity based on multiple noisy signals so that behavioral targeting is accurate?Can you use NLP to find more genetic trends based on the content of the page and ads?What is in it for you?Understand business requirements, analyze and extract relevant information from large amounts of historical data.Use your knowledge of Information retrieval, NLP, Machine Learning (including Deep Learning) to build prototype solutions keeping scale, speed and accuracy in mind.Work with engineering teams to implement the prototype. Work with engineers to design appropriate model performance metrics and create reports to track the same.Work with the engineering teams to identify areas of improvement, jointly develop research agenda and execute on the same using cutting edge algorithms and tools.You will need to understand a broad range of ML algorithms and appreciation on how to apply them to complex practical problems. You will also need to have enough theoretical background and a good grasp of algorithms to be able to critically evaluate existing ML algorithms and be creative when there is a need to go beyond textbook solutions.Who should apply for this role ?PhD/Research Degree or BS/MS in Computer Science, Statistics, Artificial Intelligence, Machine learning, Operations Research or related field.2 - 5 years of experience in building Machine Learning/AI/Information Retrieval modelsExtensive knowledge and practical experience in machine learning, data mining, artificial intelligence, statistics.Understanding of supervised and unsupervised algorithms including but not limited to linear models, decision trees, random forests, gradient boosting machines etc.Excellent analytical and problem-solving abilities.Good knowledge of scientific programming in Python.Experience with Apache Spark is desired.Excellent verbal & written communication skillsBonus Points:Publications or presentation in recognized Machine Learning and Data Mining journals/conferences such as ICMLKnowledge in several of the following: Math/math modeling, decision theory, fuzzy logic, Bayesian techniques, optimization techniques, statistical analysis of data, information retrieval, natural language processing, large scale data processing and data miningAbility deal with ambiguity & break them down into research problemsStrong theoretical and research acumen",3 weeks ago,2026-04-28,https://internshala.com/job/detail/data-scientist-job-in-bangalore-at-medianet1773102732,Internshala,Data Scientist,21.0,,,,2.0
Associate Data Scientist,V4c.ai,Remote,No experience required,Competitive salary,[],"Overview:The Associate Data Scientist supports the development and implementation of data models, focusing on Machine Learning, under the supervision of more experienced scientists, contributing to the teams innovative projects.Job Description:Assist in the development of Machine Learning models and algorithms, contributing to the design and implementation of data-driven solutions.Perform data preprocessing, cleaning, and analysis, preparing datasets for modeling and supporting higher-level data science initiatives.Learn from and contribute to projects involving Deep Learning and General AI, gaining hands-on experience under the guidance of senior data scientists.Engage in continuous professional development, enhancing skills in Python, Machine Learning, and related areas through training and practical experience.Collaborate with team members to ensure the effective implementation of data science solutions, participating in brainstorming sessions and project discussions.Support the documentation of methodologies and results, ensuring transparency and reproducibility of data science processes.Qualifications:Bachelor's degree in Computer Science, Statistics, Mathematics, or a related field, with a strong interest in Machine Learning, Deep Learning, and AI.Experience in a data science role, demonstrating practical experience and strong Python programming skills.Exposure to Business Intelligence (BI) & Data Engineering concepts and tools.Familiarity with data platforms such as Dataiku is a bonus.Skills:Solid understanding of Machine Learning principles and practical experience in Python programming.Familiarity with data science and machine learning libraries in Python (e.g., scikit-learn, pandas, NumPy).Eagerness to learn Deep Learning and General AI technologies, with a proactive approach to acquiring new knowledge and skills.Strong analytical and problem-solving abilities, capable of tackling data-related challenges and deriving meaningful insights.Basic industry domain knowledge, with a willingness to deepen expertise and apply data science principles to solve real-world problems.Effective communication skills, with the ability to work collaboratively in a team environment and contribute to discussions.v4c.ai is an equal opportunity employer. We value diversity and are committed to creating an inclusive environment for all employees, regardless of race, color, religion, gender, sexual orientation, national origin, age, disability, or veteran status.We believe in the power of diversity and strive to foster a culture where every team member feels valued and respected. We encourage applications from individuals of all backgrounds and experiences.If you are passionate about diversity and innovation and thrive in a collaborative environment, we invite you to apply and join our team.",7 days ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-associate-data-scientist-job-at-v4cai1776760871,Internshala,Data Scientist,7.0,,,,0.0
Data Engineer,Capgemini Engineering,Remote,No experience required,Competitive salary,[],"Traditional DS is only required (Statistical models and other models). No NLP or Gen AI/ML.Job is majorly on Number side. Strong in calculations i.e. Mathematics side.Work will be on Dynamic Pricing Models and Revenue Management Systems.Since from customer end, the actual data is around Finance, need to understand the in and out of how the $ figure flowing around the system(s).SQL skill is must. Understand DBMS/RDBMS concepts. Data optimization, performance tuning, deadlock/transactions, dependencies, etc.Should troubleshoot & debug on data discrepancies, duplicates, erroneous data, etc., and providing the solutions.Python, Pyspark is must.Good exposure on ETL/ELT side. ADF/ADLS.Good to have one or more skills around Power BI, Tablue, Qlik.Good to have Databricks (not mandatory).Communication & analytical skills is required.",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-data-engineer-job-at-capgemini-engineering1775724745,Internshala,Data Engineer,14.0,,,,0.0
Data Analyst,HCLTech,Remote,No experience required,Competitive salary,[],"About the CompanyHCLTech is a global technology company, home to more than 226,300 people across 60 countries, delivering industry-leading capabilities centered around AI, digital, engineering, cloud and software, powered by a broad portfolio of technology services and products. We work with clients across all major verticals, providing industry solutions for Financial Services, Manufacturing, Life Sciences and Healthcare, High Tech, Semiconductor, Telecom and Media, Retail and CPG, Mobility and Public Services. Consolidated revenues as of 12 months ending September 2025 totaled $14.5 billion. To learn how we can supercharge progress for you, visit hcltech.com.Website - http://www.hcltech.comIndustry - IT Services and IT ConsultingCompany size - 10,001+ employeesHeadquarters - Noida, Uttar PradeshSpecialtiesManufacturing, Aerospace & Defense, Financial Services, Telecom, Retail & CPG, Life Sciences & Healthcare, Media & Entertainment, Travel, Transportation & Logistics, Automotive, Government, Energy & Utilities, Consumer Electronics, Healthcare, Cloud, Digital, Engineering, AI, Technology and Services, and SoftwareWe're looking for a Data Analyst who loves the Google Cloud ecosystem! Were scaling our data capabilities and need someone to help us unlock insights from our GCP environment. If you're an expert at turning complex datasets into clear narratives using BigQuery and Looker, we want to meet you.The Essentials:GCP Expertise: Hands-on experience with BigQuery, Cloud Storage, and Dataflow.SQL Mastery: Ability to write complex, optimized queries.Visualization: Skilled in Looker or Tableau to tell the story behind the numbers.Data Analysts are needed to perform detailed data mapping and gap analysis. The role requires strong SQL proficiency and solid investigation/analytical skills. The analyst must consolidate findings to present and document a complete, endtoend view of requirements. They will collaborate closely with Business and Product Owners for requirement clarity.ResponsibilitiesPerform detailed data mapping and gap analysis.Consolidate findings to present and document a complete, endtoend view of requirements.Collaborate closely with Business and Product Owners for requirement clarity.QualificationsEducation - Any Higher degreeRequired SkillsGCPStrong SQL proficiency.Solid investigation/analytical skills.Preferred SkillsPower BI knowledge (not mandatory).",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-data-analyst-job-at-hcltech1775724686,Internshala,Data Analyst,14.0,,,,0.0
Machine Learning Engineer,Gabeo.ai,Delhi,No experience required,Competitive salary,[],"** Immediate Joiners Only - Please apply only if you're available to start right away. If you're currently serving a notice period or cannot join immediately, we kindly ask that you refrain from applying. *****We're only interested in candidates who have experience working with AI Agent frameworkssuch as LangChain, Langraph , AutoGen, CrewAI, Auto-GPT, or custom-built systems. If you've explored multi-agent coordination, autonomous task execution, memory management, or tool-based reasoning using LLMs,***Position: Machine Learning Engineer (Entry-Level, LLM Focus)Location: Fully Remote (India-Based)Start Date: ImmediateFormat: Full timeCompensation: Competitive Salary + Strong Equity Offering + BenefitsWho We AreGabeo.ai is a cutting-edge health tech startup based in the Bay Area (USA), collaborating with industry leaders like Astrana Health, Athena Health and Rebound Orthopedics. Our goal? Transform the healthcare revenue cycle by using advanced AI to tackle denied medical claimsone of the sectors biggest financial headaches.At Gabeo.ai, we pride ourselves on:Innovation: We push boundaries and welcome out-of-the-box thinking.Collaboration: Were a tight-knit team that values open communication.Impact: Your work will directly influence our AI-driven products and customer outcomes.Role OverviewAt Gabeo.ai, we are pioneering AI Agent Frameworks designed to automate and optimize complex tasks within healthcare revenue cycle management. These intelligent agents leverage Large Language Models (LLMs) and specialized domain knowledge to autonomously analyze claim data, predict denials, and execute strategic interventions. By continuously learning from real-world feedback and historical patterns, our agent-based systems evolve over time, adapting to new payer policies and medical coding updates. The result is a robust, scalable framework that reduces manual workload, accelerates claim resolution, and drives financial efficiency for healthcare providers. Were seeking an entry-level Machine Learning Engineer with a keen interest in Large Language Models (LLMs)and NLP. Youll join our global team to develop and refine AI models for U.S. healthcare revenue cycle management. This position offers real-world exposure to cutting-edge AI in a domain that truly needs innovation.Note: While we encourage applications from candidates who have graduated from top-tier Indian institutes (e.g., IIT, NIT, IIIT, BITS, etc.), we welcome all qualified applicants who demonstrate strong fundamentals and a passion for AI.Key ResponsibilitiesModel Development: Collaborate on designing, developing, and optimizing ML modelsAI Agents - particularly LLMsfor tasks like claim denial analysis and predictive analytics.Data Handling: Assist in data collection, preprocessing, and feature engineering specific to healthcare RCM (Revenue Cycle Management) problems.Research & Experimentation: Stay updated with the latest AI/ML trends and apply new techniques to improve model performance.Integration & Deployment: Work closely with senior engineers to integrate models into production environments, ensuring scalability and reliability.Performance Monitoring: Help monitor model accuracy and efficiency, proposing iterative improvements based on feedback and metrics.QualificationsEducation: Bachelors or Masters degree in Computer Science, Machine Learning, Data Science, or related fields.Graduates from IIT, NIT, IIIT, BITS, or equivalent institutions are strongly encouraged to apply.Technical Skills:Proficiency in Python and popular ML frameworks (e.g., TensorFlow, PyTorch).Familiarity with NLP techniques, LLMs, and transformer-based architectures.Problem-Solving: Eagerness to tackle complex datasets and real-world issues in the U.S. healthcare domain.Team Player: Ability to communicate effectively with a distributed team, including data scientists, product managers, and domain experts.What We OfferReal-World Impact: Contribute to AI solutions that directly benefit healthcare providers and patients.Mentorship & Growth: Learn from experienced data scientists and healthcare tech specialists.Competitive Package: Enjoy a market-aligned salary plus strong equity for an ownership stake in Gabeo.ais success.Remote Flexibility: Work from anywhere in India, collaborating with a global, diverse team.Why Join Gabeo.ai?High-Growth Environment: Were rapidly expanding, offering plenty of opportunities for leadership and skill development.Cutting-Edge AI: Work on advanced ML/AI projects that push the boundaries of LLM applications in healthcare.Startup Culture: Enjoy a fast-paced setting where your ideas can quickly translate to tangible impact.How to ApplyReady to kick-start your AI career and transform healthcare with Gabeo.ai? Apply now with your CV, Github/portfolio links, and a brief description of your most exciting AI/ML project.Please Note: We are currently accepting applications only from India-based candidates who are either recent graduates or early-career professionals. While a background in US healthcare is a plus, it is not mandatorywe value strong ML fundamentals and a willingness to learn.Join us in redefining healthcare revenue cycle management through the power of AI and LLMs!",3 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-machine-learning-engineer-job-in-delhi-at-gabeoai1774830610,Internshala,Machine Learning Engineer,21.0,,,,0.0
Data Analytics Instructor,Urban School,Remote,1 year(s),Competitive salary,[],"Data Analytics InstructorJob Title: Data Analytics Instructor (Part-Time)Company: Urban SchoolLocation: Hyderabad (On-site)Job Type: Part-Time / ContractJob OverviewUrban School is seeking a Data Analytics Instructor to deliver an after-school program for Grades 11 and 12. The role involves conducting structured sessions on data analytics fundamentals, introductory Python, data visualization, and AI-assisted analytics. The instructor will guide students through hands-on learning and support them in completing a team-based data analytics project.Key ResponsibilitiesDeliver engaging classroom sessions on data analytics conceptsTeach students the complete analytics workflow: data exploration, cleaning, analysis, visualization, and insightsConduct hands-on sessions using Excel/Google Sheets and Python (Google Colab)Introduce basic AI-assisted data analysis and prompt usageSupport students in project selection, execution, and presentationEvaluate student progress and provide feedbackCollaborate with the Urban School team on session planning and deliveryRequired Skills and Qualifications1-3 years of experience in data analytics, teaching, or related fieldsEducational background in Computer Science, Data Science, Statistics, or related domainsStrong understanding of:      Data analytics fundamentals      Excel / Google Sheets for data handling      Python for data analysis (pandas, basic visualization)     Data visualization conceptsFamiliarity with AI tools for data analysis (basic prompt usage)Ability to explain technical concepts clearly to studentsPreferred Candidate ProfilePrior experience teaching or training studentsExperience working with beginner-level learnersExposure to project-based or experiential learning environmentsKey CompetenciesStrong communication skillsClassroom management abilityAbility to simplify complex conceptsHands-on teaching approachProblem-solving mindsetEngagement DetailsPart-time instructional roleSession-based delivery (weekly schedule)On-site sessions in Hyderabad Selection ProcessInitial screening interviewDemo class evaluationAbout Urban SchoolUrban School focuses on building practical, future-ready learning experiences for students through structured programs in emerging domains such as data analytics, technology, and applied learning.",3 weeks ago,2026-04-28,https://internshala.com/job/detail/remote-part-time-data-analytics-instructor-job-at-urban-school1774431133,Internshala,Analytics,21.0,,,,1.0
Data Engineer - Web Scraping,Alternative Path,Remote,2 year(s),Competitive salary,[],"Alternative Path is seeking skilled software developers to collaborate on client projects with an asset management firm. In this role, you will collaborate with individuals across various company departments to shape and innovate new products and features for our platform, enhancing existing ones. You will have a large degree of independence and trust, but you won't be isolated; the support of the Engineering team leads, the Product team leads, and every other technology team member is behind you. This is an opportunity to join a team-first meritocracy and help grow an entrepreneurial group inside Alternative Path. You will be asked to contribute, given ownership, and will be expected to make your voice heard.Role Summary: Performing Web Scraping using various scraping techniques and then utilizing Pythons Pandas library for data cleaning and manipulation. Then ingesting the data into a Database/Warehouse, and scheduling the scrapers using Airflow or other toolsRole OverviewThe Web Scraping Team at Alternative Path is seeking a creative and detail-oriented developer to contribute to client projects. The team develops essential applications, datasets, and alerts for various teams within the client's organization, supporting their daily investment decisions. The mission is to maintain operational excellence by delivering high-quality proprietary datasets, timely notifications, and exceptional service. We are seeking someone who is self-motivated, self-sufficient, with a passion for tinkering and a love for automation.In your role, you will:  Collaborate with analysts to understand and anticipate requirements. Design, implement, and maintain Web scrapers for a wide variety of alternative datasets. Perform Data Cleaning, Exploration, Transformation etc. of scraped data. Collaborate with cross-functional teams to understand data requirements and implement efficient data processing workflows. Author QC checks to validate data availability and integrity. Maintain alerting systems and investigate time-sensitive data incidents to ensure smooth day-to-day operations. Design and implement products and tools to enhance the Web scraping Platform.Qualifications Must have Bachelor's/masters degree in computer science or in any related field 2-4 years of software development experience Strong Python and SQL/Database skills Strong expertise in using the Pandas library (Python) is a must Experience with web technologies (HTML/JS, APIs, etc.) Proven work experience in working with large data sets for Data cleaning, Data transformation, Data manipulation, and Data replacements. Excellent verbal and written communication skills Aptitude for designing infrastructure, data products, and tools for Data ScientistsPreferred  Familiarity with scraping and common scraping tools (Selenium, scrapy, Fiddler, Postman, xpath)  Experience containerizing workloads with Docker (Kubernetes a plus) Experience with build automation (Jenkins, Gitlab CI/CD)  Experience with AWS technologies like S3, RDS, SNS, SQS, Lambda, etc.",3 weeks ago,2026-04-28,https://internshala.com/job/detail/remote-data-engineer-web-scraping-job-at-alternative-path1771979618,Internshala,Data Engineer,21.0,,,,2.0
Data Analyst,Arcana,Remote,No experience required,Competitive salary,[],"About ArcanaArcana is a portfolio intelligence platform used by hedge funds and asset managers to analyze performance and risk. Were rethinking the tools institutional investors rely onand were hiring analysts who want to help drive that transformation.Role OverviewWe are looking for a Data Analyst to work with large-scale financial datasets, ensure high data quality, and deliver actionable insights through dashboards and reports.The role focuses on building and maintaining robust data quality frameworks and collaborating closely with internal and external stakeholders at scale.Key ResponsibilitiesManage and analyze large volumes of daily financial dataDesign, implement, and continuously improve data quality frameworksPerform data validation, reconciliation, and monitoringResolve Level 1 & Level 2 data quality issues; escalate complex issues to Data Science teamsUse SQL and Python for data analysis, scripting, and developmentBuild and maintain dashboards and reports for business insightsWork with large-scale datasets (100TB+) covering 100K+ global companiesApply statistical techniques to monitor data accuracy and anomaliesCollaborate with cross-functional teams and share insights with stakeholdersRequirementsStrong understanding of data quality, validation, and reconciliation conceptsAdvanced SQL skills (complex queries, joins, performance optimization)Proficiency in Python for data analysis and scriptingExperience with dashboarding and reporting toolsAbility to work in large-scale / big data environmentsWorking knowledge of statistics for data monitoring and validationStrong communication and stakeholder management skillsExperience handling data from multiple and diverse sourcesQualificationsBachelors degree in BCA / MCA / EngineeringCGPA: 8+Prior experience in Finance / FinTech preferredExposure to financial datasets is a plus",3 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-data-analyst-job-at-arcana1769301339,Internshala,Data Analyst,21.0,,,,0.0
Machine Learning Engineer / Data Scientist,ALIQAN Technologies,Remote,6 year(s),Competitive salary,[],"Job Title: Machine Learning Engineer / Data Scientist
Role Summary
We are seeking a strong Machine Learning Engineer + Data Scientist hybrid to design,
build, and productionize ML-driven observability solutions on top of large-scale session
data (RUM, logs, WebRTC, clickstreams). The role focuses on behavioral inference,
anomaly detection, multimodal signal fusion, and scalable ML systems to reduce
MTTR/MTTD and improve user experience insights.
Required Skills
Core ML & DS
 Strong foundation in:
o Supervised & unsupervised learning
o Anomaly detection
o Time-series modeling (Prophet/ARIMA/Deep Learning)
o NLP (Transformers, BERT variants)
o GenAI  LLM, RAG, Agentic
 Experience with multimodal ML systems

Engineering & Systems
 Strong Python skills
 Experience with:
o PySpark / Spark / distributed data processing
o Streaming systems (Kafka)
o APIs & microservices
 Ability to handle high-scale event data pipelines

Modeling Techniques
 Clustering ( hierarchical, KMeans, density-based)
 Classification (XGBoost, tree-based models)
 Feature extraction (TF-IDF, embeddings)

MLOps & Deployment
 Experience with:
o ML pipelines (Airflow, Kubeflow, etc.)
o Docker/Kubernetes
o Model versioning & monitoring

Good to Have
 Experience with observability/RUM tools
 Knowledge of WebRTC/audio signal processing
 Exposure to LLMs, RAG, and prompt engineering
 Understanding of frontend performance metrics (LCP, INP, CLS)

Experience
 6+ years in Data Science / Machine Learning Engineering roles
 Prior experience in production ML systems is mandatory",7 days ago,2026-04-28,https://internshala.com/job/detail/remote-machine-learning-engineer-data-scientist-job-at-aliqan-technologies1776731422,Internshala,Data Scientist,7.0,,,,6.0
Lead Data Scientist,NexusLink Services India Pvt Ltd,Ahmedabad,5 year(s),Competitive salary,[],"Job SummaryWe are looking for a skilled Data Scientist with 58 years of experience in AI/ML to develop, deploy, and optimize machine learning models that solve real business problems. The candidate should be strong in data analysis, model building, and handling end-to-end AI/ML projects while leading a small team.Key ResponsibilitiesDesign, develop, and deploy ML/AI models for business use casesAnalyze large, complex datasets to extract insightsBuild predictive and prescriptive modelsPerform data preprocessing, feature engineering, and model evaluationLead AI/ML projects from planning to deliveryManage and mentor junior data scientists/team membersCollaborate with cross-functional teams to understand requirementsOptimize model performance and scalabilityDocument processes, models, and results clearlyStay updated with latest AI/ML trends and tools",7 days ago,2026-04-28,https://internshala.com/job/detail/lead-data-scientist-job-in-ahmedabad-at-nexuslink-services-india-pvt-ltd1776731414,Internshala,Data Scientist,7.0,,,,5.0
Data Engineer  Data Quality & Platform,A Snaphunt Client,Remote,4 year(s),Competitive salary,[],"Or Client is building a real-time data platform that powers core product decisions and customer-facing systems.This role is for engineers who:Own data pipelines end-to-endCare deeply about data correctnessCan debug real production issues, not just monitor systemsYoull work on high-scale, event-driven pipelines and ensure data is reliable, accurate, and trusted across the business.
ResponsibilitiesOwn and operate data pipelines (ingestion  transformation  serving)Debug and resolve data issues in production (latency, inconsistencies, failures)Build scalable pipelines using Spark, Airflow, DBT, Kafka/CDCEnsure data quality and reliability across systemsWork closely with product and analytics teams to ensure correct business metricsImprove automation, monitoring, and observability of data systems
Ideal ProfileYou have atleast 4 years' experience in data engineering / data platform rolesStrong hands-on experience with SQL (advanced), Spark / PySpark and Airflow (or similar)Experience building and debugging production-grade data pipelinesStrong understanding of Data modeling, ETL/ELT systems and Data quality challengesOwnership mindset, someone who fixes problems end-to-end
Why Join UsHigh ownership- you build, run, and improve what you shipOpportunity to shape data reliability and platform foundations",1 week ago,2026-04-28,https://internshala.com/job/detail/remote-data-engineer-data-quality-platform-job-at-a-snaphunt-client1776385830,Internshala,Data Engineer,7.0,,,,4.0
Lead Data Engineer,ALIQAN Technologies,Remote,No experience required,Competitive salary,[],"Were Hiring: Lead Data Engineer
 Location: Remote
  Employment Type: Full-time / Contract
  Experience: 10+ Years
 
 About the Role
We are looking for a highly experienced Lead Data Engineer to design, build, and automate scalable data platforms. This role requires deep expertise in modern data stack tools and the ability to drive data architecture strategy while leading engineering best practices.

 Required Skills & Experience
10+ years of experience in Data Engineering / DataOps
Strong hands-on experience with DBT, Fivetran, and Amazon Redshift
Experience with data observability tools (e.g., Elementary)
Expertise in building scalable ELT/ETL pipelines
Strong understanding of data modeling and warehouse design
Experience with job orchestration/automation tools (e.g., Airflow, Prefect)
Proficiency with Git and modern IDEs (VS Code)
Strong problem-solving and analytical skills
Excellent communication and stakeholder management",2 weeks ago,2026-04-28,https://internshala.com/job/detail/remote-lead-data-engineer-job-at-aliqan-technologies1775608217,Internshala,Data Engineer,14.0,,,,0.0
Senior GCP Data Engineer,ALIQAN Technologies,Remote,5 year(s),Competitive salary,[],"Role: Senior GCP Data Engineer 
Experience: 57 Years 
Location: Pune
Mode: Hybrid 

About the Role 
We are seeking a Senior GCP Data Engineer to design and build scalable, cloud-native data platforms. This role involves developing robust data pipelines and enabling advanced analytics and AI use cases for enterprise clients. 
 
Key Responsibilities 
       Design, develop, and maintain data pipelines on GCP  
       Build scalable data solutions using BigQuery, Cloud SQL, and Pub/Sub  
       Develop and optimise data processing workflows using Python and PySpark  
       Implement orchestration using Apache Airflow  
       Work with both batch and real-time data processing (Dataflow, Dataproc)  
       Enable data platforms for analytics and AI workloads via Vertex AI  
       Collaborate with data scientists, architects, and business teams    Ensure data quality, reliability, scalability, and performance  
 
Required Skills & Experience 
       Strong hands-on experience with Google Cloud Platform (GCP)  
       Expertise in:  BigQuery, Cloud SQL, Pub/Sub  and Vertex AI  
       Proficiency in Python and PySpark  
       Experience building pipelines using Dataflow and Dataproc  
       Strong knowledge of Apache Airflow for workflow orchestration  
       Experience in designing production-grade data architectures",3 weeks ago,2026-04-28,https://internshala.com/job/detail/remote-senior-gcp-data-engineer-job-at-aliqan-technologies1775521823,Internshala,Data Engineer,21.0,,,,5.0
Data Engineer  Data Quality & Analytics,A Snaphunt Client,Remote,4 year(s),Competitive salary,[],"Our Client is building a data platform where product, analytics, and customer-facing decisions rely on accurate, consistent, and timely data.As we scale, ensuring the integrity of data across pipelines, transformations, and downstream systems becomes critical.
Role OverviewYou will work across the data stack to ensure that data flowing through our systems remains reliable, consistent, and aligned with business expectations.This involves working closely with data pipelines, transformations, and analytical layers to identify inconsistencies, investigate anomalies, and improve overall data quality.
ResponsibilitiesWork with data pipelines across ingestion, transformation, and warehouse layersInvestigate discrepancies in metrics, dashboards, and downstream data systemsTrace data issues across multiple stages (source - transformation - output)Collaborate with product and analytics teams to understand data usage and expectationsImprove reliability of data systems through validation, monitoring, and process improvementsContribute to improving how data issues are identified, understood, and resolved
What Were Looking ForExperience working with data pipelines and transformations (e.g., Airflow, Spark/PySpark, DBT, SQL-based workflows)Experience working on cloud platforms (GCP or AWS)Strong SQL and working knowledge of PythonExperience debugging issues in production data systemsFamiliarity with data warehouses (BigQuery, Snowflake, Redshift, etc.)
Strong SignalsExperience working on data that supports product, growth, or business reportingAbility to reason about how data changes impact metrics and downstream use casesExperience working with large datasets and understanding their structure and behaviorComfortable collaborating with both engineering and non-technical stakeholders
What Youll Work OnInvestigating unexpected changes in key metricsUnderstanding inconsistencies across dashboards and data sourcesImproving trust in data used by product and business teamsEnsuring data systems scale reliably as usage grows
Ideal BackgroundsData Engineers working on analytics or product dataAnalytics Engineers working with transformation layers (DBT, SQL models)Engineers who have worked closely with business or product teams on data-driven systems
Why This RoleYoull be working at the intersection of data engineering and product impact, where understanding data correctness is as important as building the systems themselves.",3 weeks ago,2026-04-28,https://internshala.com/job/detail/remote-data-engineer-data-quality-analytics-job-at-a-snaphunt-client1775521815,Internshala,Data Engineer,21.0,,,,4.0
Data Analyst,Colan Infotech Private Limited,Chennai,6 year(s),Competitive salary,[],"Greetings from Colan Infotech!!
 
Designation - Data Analyst
Experience - 6-8 Years
Notice Period - Immediate joiners only
Job Location -Chennai(Work from office only) 

Required Skills & Experience
 
Were looking for people who:
68 years of experience in Data Analytics / BI / Data Engineering
Strong consultative mindset with excellent communication skills
Experience building enterprise dashboards using Power BI or Tableau
Comfortable working independently and with cross-functional teams
 
Programming Skills
 Python (Pandas, NumPy, Matplotlib/Seaborn)
 Basic modelling using scikit-learn
 
Must-Have Skills
Strong expertise in Power BI or Tableau
Data modelling concepts
DAX (mandatory if Power BI)
KPI frameworks & executive dashboards
Drill-down and role-based reporting
Star schema (Fact & Dimension tables)
ETL concepts & data pipelines
Data governance basics

Interested candidates share your resume to kumudha.r@colanonline.com",3 weeks ago,2026-04-28,https://internshala.com/job/detail/data-analyst-job-in-chennai-at-colan-infotech-private-limited1774398609,Internshala,Data Analyst,21.0,,,,6.0
Senior Snowflake Specialist (Data Engineer),ALIQAN Technologies,Hyderabad,12 year(s),Competitive salary,[],"Job Title: Principal / Senior Snowflake Specialist (Cortex & Agentic AI Focus) 
Experience: 12+ Years 
Employment Type: Full-Time / Independent Contractor 
Location: Hybrid (Hyderabad) 
Role Overview
We are seeking a highly experienced Senior Snowflake Specialist (12+ years) with deep architectural expertise in Snowflake and strong hands-on experience building AI-powered data platforms using Snowflake Cortex and Agentic AI patterns. This role is not limited to traditional data warehousing. The ideal candidate should have experience designing enterprise-scale Snowflake environments and extending them into LLM-driven, agent-based intelligent systems, leveraging Cortex, RAG, semantic layers, and MCP-based tool integrations. The candidate must be capable of leading architecture discussions with US stakeholders while remaining hands-on in implementation. 

Required Qualifications Experience 
 12+ years in Data Engineering / Data Architecture 
 5+ years of deep Snowflake hands-on experience 
 Proven experience building enterprise-grade Snowflake deployments 
 Experience delivering AI/LLM-based production solutions Technical Expertise Snowflake 
 Deep understanding of Snowflake architecture internals 
 Advanced SQL and query optimization expertise 
 Experience with governance, security, and data sharing frameworks 
 Cost optimization at enterprise scale Cortex & LLM Systems
 Strong understanding of:  LLM fundamentals  Prompt engineering  Embeddings  RAG architectures  Agent-based orchestration 
 Experience implementing Cortex AI functions in production Integration & Protocol Knowledge
 Strong understanding of MCP (Model Context Protocol) or similar agent communication patterns  Experience building tool-based AI agents 
 API design and integration expertise 
 Knowledge of hybrid AI architectures (vector + structured)",3 weeks ago,2026-04-28,https://internshala.com/job/detail/senior-snowflake-specialist-data-engineer-job-in-hyderabad-at-aliqan-technologies1772757010,Internshala,Data Engineer,21.0,,,,12.0
